99, 40
99, 37
99, 30
99, 25
99, 21
98, 8
98, 8
98, 55
98, 5
98, 4
98, 38
98, 3
98, 25
98, 24
98, 23
98, 20
98, 2
98, 12
97, 6
97, 6
97, 5
97, 28
97, 25
97, 25
97, 20
97, 2
97, 19
97, 17
97, 17
97, 14
96, 8
96, 6
96, 41
96, 32
96, 30
96, 3
96, 28
96, 27
96, 25
96, 21
96, 20
96, 19
96, 19
95, 8
95, 7
95, 40
95, 32
95, 27
95, 24
95, 23
95, 22
95, 20
95, 20
95, 2
95, 17
95, 16
95, 10
95, 1
95, 1
94, 8
94, 5
94, 47
94, 46
94, 43
94, 27
94, 21
94, 21
94, 20
94, 2
94, 2
94, 19
94, 16
93, 6
93, 6
93, 6
93, 32
93, 32
93, 3
93, 28
93, 22
93, 21
93, 19
93, 14
92, 53
92, 5
92, 47
92, 37
92, 30
92, 27
92, 25
92, 23
92, 22
92, 19
92, 1
92, 1
91, 7
91, 6
91, 51
91, 42
91, 42
91, 4
91, 4
91, 30
91, 3
91, 3
91, 3
91, 19
91, 18
91, 11
91, 10
90, 6
90, 6
90, 57
90, 5
90, 45
90, 37
90, 3
90, 27
90, 24
90, 23
90, 23
90, 23
90, 22
90, 20
90, 20
90, 20
90, 20
90, 19
90, 19
90, 19
90, 17
9, 8
9, 54
9, 5
9, 5
9, 44
9, 32
9, 3
9, 28
9, 27
9, 27
9, 25
9, 20
9, 19
9, 1
89, 6
89, 46
89, 24
89, 21
89, 18
89, 17
89, 15
89, 13
88, 49
88, 47
88, 3
88, 25
88, 23
88, 2
88, 19
88, 17
88, 15
88, 1
88, 1
87, 9
87, 6
87, 51
87, 50
87, 48
87, 3
87, 3
87, 29
87, 23
87, 19
87, 18
87, 12
87, 12
86, 52
86, 5
86, 5
86, 47
86, 41
86, 3
86, 27
86, 24
86, 23
86, 21
86, 21
86, 18
86, 15
86, 15
86, 11
86, 10
86, 1
85, 5
85, 23
85, 21
85, 2
85, 19
85, 19
85, 17
85, 12
84, 57
84, 53
84, 5
84, 47
84, 45
84, 42
84, 38
84, 3
84, 29
84, 20
84, 2
84, 17
84, 14
84, 14
84, 10
84, 10
84, 1
83, 8
83, 7
83, 57
83, 37
83, 31
83, 25
83, 23
83, 20
82, 7
82, 7
82, 6
82, 6
82, 53
82, 51
82, 51
82, 5
82, 48
82, 37
82, 33
82, 32
82, 31
82, 31
82, 29
82, 25
82, 23
82, 23
82, 20
82, 2
82, 17
82, 14
82, 12
82, 11
82, 10
82, 10
82, 10
81, 8
81, 6
81, 6
81, 44
81, 30
81, 23
81, 21
81, 19
81, 19
81, 18
80, 8
80, 6
80, 6
80, 57
80, 5
80, 5
80, 45
80, 34
80, 30
80, 30
80, 29
80, 26
80, 21
80, 21
80, 18
80, 17
80, 17
8, 46
8, 41
8, 41
8, 33
8, 31
8, 26
8, 22
8, 17
8, 16
8, 10
79, 47
79, 4
79, 32
79, 30
79, 24
79, 23
79, 21
79, 1
78, 8
78, 52
78, 4
78, 32
78, 30
78, 27
78, 23
78, 23
78, 20
78, 20
78, 2
78, 19
77, 8
77, 8
77, 8
77, 7
77, 7
77, 57
77, 56
77, 52
77, 41
77, 4
77, 35
77, 3
77, 3
77, 29
77, 25
77, 21
77, 18
77, 10
76, 8
76, 51
76, 50
76, 44
76, 43
76, 41
76, 4
76, 32
76, 3
76, 24
76, 23
76, 2
76, 19
75, 6
75, 56
75, 49
75, 3
75, 3
75, 28
75, 25
75, 23
75, 23
75, 22
75, 21
75, 2
75, 18
75, 12
75, 10
75, 1
74, 7
74, 6
74, 56
74, 52
74, 49
74, 37
74, 37
74, 31
74, 3
74, 3
74, 29
74, 25
74, 24
74, 22
74, 2
74, 17
74, 17
74, 1
73, 8
73, 6
73, 53
73, 30
73, 3
73, 28
73, 26
73, 24
73, 18
73, 17
72, 48
72, 48
72, 47
72, 44
72, 44
72, 44
72, 42
72, 41
72, 4
72, 35
72, 32
72, 31
72, 3
72, 29
72, 26
72, 18
72, 17
72, 16
72, 10
71, 8
71, 8
71, 6
71, 53
71, 5
71, 4
71, 36
71, 31
71, 28
71, 20
71, 20
70, 6
70, 39
70, 32
70, 25
70, 23
70, 23
70, 21
70, 20
70, 17
7, 8
7, 7
7, 57
7, 57
7, 48
7, 41
7, 31
7, 30
7, 30
7, 3
7, 26
7, 24
7, 22
7, 2
7, 13
7, 10
7, 1
69, 8
69, 6
69, 4
69, 39
69, 30
69, 28
69, 24
69, 23
69, 20
69, 19
69, 18
69, 17
69, 1
68, 8
68, 6
68, 44
68, 35
68, 31
68, 30
68, 28
68, 28
68, 27
68, 24
68, 21
68, 20
68, 20
68, 19
68, 19
68, 17
68, 17
68, 14
68, 13
68, 11
67, 9
67, 8
67, 51
67, 31
67, 3
67, 3
67, 28
67, 21
67, 21
67, 19
66, 6
66, 53
66, 51
66, 5
66, 48
66, 45
66, 32
66, 23
66, 23
66, 20
66, 17
66, 17
66, 11
66, 10
65, 7
65, 55
65, 54
65, 53
65, 50
65, 5
65, 32
65, 32
65, 25
65, 18
65, 18
65, 17
64, 9
64, 55
64, 53
64, 44
64, 42
64, 4
64, 34
64, 31
64, 27
64, 25
64, 24
64, 23
64, 20
64, 20
64, 20
63, 7
63, 5
63, 5
63, 4
63, 32
63, 31
63, 22
63, 17
63, 15
63, 11
62, 54
62, 53
62, 50
62, 5
62, 5
62, 5
62, 39
62, 37
62, 29
62, 29
62, 27
62, 24
62, 23
62, 2
62, 18
62, 18
62, 17
62, 16
61, 6
61, 51
61, 4
61, 36
61, 25
61, 21
61, 19
61, 18
61, 14
61, 13
60, 53
60, 50
60, 5
60, 29
60, 25
60, 24
60, 24
60, 19
60, 18
6, 9
6, 8
6, 8
6, 7
6, 46
6, 42
6, 41
6, 4
6, 32
6, 3
6, 28
6, 26
6, 26
6, 26
6, 24
6, 23
6, 23
6, 20
6, 20
6, 19
6, 18
6, 16
6, 13
59, 7
59, 6
59, 57
59, 50
59, 38
59, 37
59, 30
59, 26
59, 16
59, 15
59, 1
59, 1
58, 7
58, 6
58, 47
58, 44
58, 41
58, 32
58, 32
58, 28
58, 24
58, 24
58, 23
58, 21
58, 18
58, 13
57, 8
57, 6
57, 6
57, 53
57, 51
57, 49
57, 4
57, 30
57, 28
57, 25
57, 24
57, 22
57, 18
57, 17
57, 15
57, 11
56, 8
56, 57
56, 55
56, 5
56, 30
56, 28
56, 28
56, 26
56, 26
56, 24
56, 23
56, 22
56, 21
56, 2
