99, 9
99, 8
99, 8
99, 8
99, 8
99, 7
99, 7
99, 6
99, 6
99, 56
99, 56
99, 54
99, 54
99, 52
99, 52
99, 51
99, 5
99, 5
99, 5
99, 5
99, 5
99, 5
99, 5
99, 48
99, 48
99, 47
99, 47
99, 42
99, 41
99, 41
99, 41
99, 41
99, 40
99, 4
99, 38
99, 37
99, 37
99, 36
99, 34
99, 32
99, 32
99, 31
99, 31
99, 31
99, 31
99, 30
99, 30
99, 30
99, 3
99, 3
99, 3
99, 3
99, 3
99, 3
99, 3
99, 29
99, 28
99, 28
99, 28
99, 28
99, 28
99, 28
99, 27
99, 27
99, 26
99, 25
99, 25
99, 24
99, 24
99, 23
99, 23
99, 22
99, 22
99, 22
99, 22
99, 22
99, 21
99, 21
99, 21
99, 21
99, 21
99, 20
99, 20
99, 20
99, 20
99, 20
99, 20
99, 2
99, 19
99, 19
99, 19
99, 19
99, 18
99, 18
99, 18
99, 18
99, 17
99, 17
99, 17
99, 14
99, 14
99, 14
99, 13
99, 13
99, 10
99, 10
99, 1
98, 8
98, 8
98, 8
98, 8
98, 8
98, 7
98, 7
98, 7
98, 7
98, 6
98, 6
98, 6
98, 6
98, 57
98, 56
98, 55
98, 55
98, 55
98, 53
98, 52
98, 51
98, 51
98, 51
98, 50
98, 5
98, 5
98, 5
98, 5
98, 46
98, 45
98, 45
98, 44
98, 4
98, 4
98, 4
98, 4
98, 4
98, 4
98, 39
98, 38
98, 38
98, 36
98, 34
98, 34
98, 32
98, 31
98, 31
98, 31
98, 3
98, 3
98, 3
98, 3
98, 3
98, 3
98, 3
98, 3
98, 29
98, 29
98, 29
98, 28
98, 28
98, 28
98, 27
98, 27
98, 27
98, 27
98, 26
98, 26
98, 25
98, 25
98, 24
98, 24
98, 23
98, 23
98, 23
98, 22
98, 22
98, 22
98, 21
98, 21
98, 21
98, 20
98, 20
98, 20
98, 20
98, 2
98, 2
98, 2
98, 19
98, 19
98, 19
98, 19
98, 19
98, 18
98, 18
98, 18
98, 17
98, 17
98, 17
98, 17
98, 16
98, 16
98, 15
98, 14
98, 13
98, 13
98, 13
98, 13
98, 13
98, 12
98, 12
98, 12
98, 10
98, 10
98, 10
97, 8
97, 8
97, 8
97, 7
97, 7
97, 7
97, 6
97, 6
97, 6
97, 6
97, 6
97, 57
97, 57
97, 56
97, 54
97, 54
97, 54
97, 52
97, 52
97, 51
97, 5
97, 5
97, 5
97, 5
97, 5
97, 48
97, 48
97, 47
97, 46
97, 45
97, 43
97, 41
97, 41
97, 40
97, 4
97, 4
97, 4
97, 4
97, 38
97, 38
97, 37
97, 37
97, 36
97, 34
97, 33
97, 32
97, 31
97, 31
97, 30
97, 30
97, 3
97, 3
97, 3
97, 3
97, 29
97, 29
97, 29
97, 28
97, 28
97, 28
97, 27
97, 27
97, 27
97, 26
97, 26
97, 26
97, 25
97, 25
97, 24
97, 24
97, 24
97, 24
97, 24
97, 23
97, 23
97, 23
97, 23
97, 22
97, 22
97, 21
97, 21
97, 21
97, 21
97, 20
97, 20
97, 20
97, 20
97, 20
97, 2
97, 2
97, 2
97, 19
97, 19
97, 19
97, 19
97, 19
97, 19
97, 19
97, 18
97, 18
97, 17
97, 17
97, 17
97, 17
97, 17
97, 17
97, 17
